loan_id,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount
LOAN000385,555.0,1.067,0.546,4,165,Defaulted,1,High,594299.62
LOAN000386,667.0,0.661,0.867,0,0,Current,0,Medium,9987.66
LOAN000387,769.0,0.327,,0,0,Paid Off,0,Low,7263.26
LOAN000388,637.0,0.622,0.768,3,24,Current,0,Medium,18712.64
LOAN000389,645.0,0.749,0.857,5,100,Restructured,0,High,40298.86
LOAN000390,713.0,0.552,,0,0,Current,0,Low,8666.03
LOAN000391,629.0,1.244,0.55,4,94,Defaulted,1,High,1782662.38
LOAN000392,716.0,0.44,0.61,1,16,Current,0,Low,8382.15
LOAN000393,722.0,0.362,,1,17,Current,0,Low,4223.62
LOAN000394,740.0,0.441,,0,0,Current,0,Low,28921.52
LOAN000395,,0.509,,0,0,Current,0,Low,7698.13
LOAN000396,588.0,0.839,0.951,4,180,Defaulted,1,High,635483.6
LOAN000397,689.0,0.741,0.766,5,150,Defaulted,1,High,95972.7
LOAN000398,726.0,0.261,,0,0,Current,0,Low,7194.15
LOAN000399,651.0,0.353,0.578,0,0,Current,0,Low,6732.02
LOAN000400,621.0,0.526,0.537,2,50,Current,0,Medium,48622.76
LOAN000401,650.0,0.848,0.509,4,60,Paid Off,0,High,40027.09
LOAN000402,631.0,0.831,,3,27,Current,0,Medium,869273.99
LOAN000403,667.0,0.32,0.633,1,9,Current,0,Low,2196.2
LOAN000404,656.0,0.543,,1,8,Current,0,Medium,6504.83
LOAN000405,702.0,0.896,0.827,3,63,Restructured,0,Medium,184880.37
LOAN000406,649.0,1.073,0.679,8,180,Defaulted,1,High,2155480.43
LOAN000407,705.0,0.555,0.542,0,0,Current,0,Low,157495.54
LOAN000408,645.0,0.537,,2,16,Current,0,Medium,11085.24
LOAN000409,741.0,0.444,0.521,0,0,Current,0,Low,29752.16
LOAN000410,634.0,0.575,0.531,1,11,Current,0,Medium,10976.39
LOAN000411,625.0,0.393,0.657,2,38,Paid Off,0,Medium,15002.9
LOAN000412,724.0,0.476,0.709,0,0,Current,0,Low,32215.64
LOAN000413,687.0,0.59,,0,0,Current,0,Low,47957.8
LOAN000414,711.0,0.178,,2,16,Current,0,Low,1228.08
LOAN000415,674.0,0.428,,7,180,Defaulted,1,High,11619.03
LOAN000416,666.0,0.75,,1,8,Current,0,Medium,26989.4
LOAN000417,698.0,0.341,0.795,0,0,Current,0,Low,4889.63
LOAN000418,703.0,0.78,0.733,1,24,Paid Off,0,Medium,160239.96
LOAN000419,670.0,0.562,0.587,0,0,Current,0,Low,9675.81
LOAN000420,705.0,0.519,,1,19,Current,0,Low,19619.37
LOAN000421,702.0,0.367,0.528,0,0,Current,0,Low,52047.3
LOAN000422,714.0,0.265,0.914,0,0,Current,0,Low,2738.45
LOAN000423,634.0,0.583,0.902,1,8,Current,0,Medium,164658.13
LOAN000424,684.0,,0.821,1,17,Paid Off,0,Medium,12247.81
LOAN000425,616.0,0.758,0.65,1,16,Current,0,Medium,224282.35
LOAN000426,762.0,0.386,,0,0,Paid Off,0,Low,13729.75
LOAN000427,608.0,0.47,0.631,2,46,Current,0,Medium,21030.34
LOAN000428,687.0,0.386,0.948,1,18,Paid Off,0,Low,47433.36
LOAN000429,638.0,0.696,,4,36,Current,0,Medium,39888.8
LOAN000430,700.0,0.319,,2,28,Paid Off,0,Low,6222.68
LOAN000431,638.0,0.76,0.678,1,22,Current,0,Medium,1098936.78
LOAN000432,580.0,,0.624,4,56,Current,0,High,360105.18
LOAN000433,691.0,0.601,0.518,1,19,Current,0,Medium,5291.43
LOAN000434,670.0,0.517,,0,0,Current,0,Low,21482.43
LOAN000435,704.0,0.681,,0,0,Current,0,Low,17779.95
LOAN000436,609.0,1.35,0.511,2,80,Defaulted,1,High,2712747.98
LOAN000437,650.0,0.509,0.587,1,8,Current,0,Medium,56305.64
LOAN000438,689.0,0.653,,1,25,Current,0,Medium,15409.7
LOAN000439,673.0,0.815,0.657,4,76,Late,0,Medium,119118.52
LOAN000440,687.0,0.665,0.573,0,0,Current,0,Low,91065.91
LOAN000441,600.0,0.703,0.634,2,48,Current,0,Medium,223023.18
LOAN000442,602.0,0.688,0.56,4,64,Late,0,High,279581.28
LOAN000443,707.0,0.339,0.508,0,0,Current,0,Low,15115.26
LOAN000444,705.0,0.525,0.515,0,0,Current,0,Low,53686.24
LOAN000445,699.0,0.411,0.51,0,0,Current,0,Low,33626.46
LOAN000446,741.0,0.168,,0,0, Current ,0,Low,3208.45
LOAN000447,719.0,0.708,0.626,7,127,defaulted,1,High,219704.21
LOAN000448,661.0,0.509,,2,46,Current,0,Medium,14019.86
LOAN000449,692.0,0.621,0.51,0,0,Current,0,Low,464849.57
LOAN000450,689.0,0.311,0.687,0,0,Current,0,Low,17877.62
LOAN000451,616.0,1.187,0.738,3,42,Current,0,High,3288868.7
LOAN000452,719.0,0.353,0.816,1,13,Paid Off,0,Low,7116.07
LOAN000453,680.0,0.584,,1,18,Current,0,Medium,18292.72
LOAN000454,702.0,0.604,0.667,0,0,Paid Off,0,Low,36857.86
LOAN000455,644.0,,0.553,2,40,Current,0,Medium,339564.54
LOAN000456,646.0,0.576,0.643,5,95,Restructured,0,Medium,102735.64
LOAN000457,618.0,0.823,0.66,3,113,Defaulted,1,High,492647.25
LOAN000458,665.0,0.438,,5,121,Defaulted,1,Medium,9341.9
LOAN000459,646.0,1.062,0.71,9,180,Defaulted,1,High,614136.87
LOAN000460,651.0,0.689,0.515,0,0,Current,0,Medium,35988.01
LOAN000461,735.0,0.364,0.875,0,0,Current,0,Low,4252.49
LOAN000462,744.0,0.393,0.866,1,13,Current,0,Low,25041.01
LOAN000463,693.0,0.718,0.689,1,22,Current,0,Medium,91553.56
LOAN000464,673.0,0.423,0.581,0,0,Current,0,Low,12778.39
LOAN000465,694.0,0.616,0.595,3,48,Current,0,Medium,48730.14
LOAN000466,601.0,0.876,0.927,0,0,Current,0,Medium,1899285.73
LOAN000467,641.0,0.462,,2,30,Current,0,Medium,12756.27
LOAN000468,716.0,0.316,0.746,1,18,Current,0,Low,6822.56
LOAN000469,679.0,0.354,0.523,1,19,Current,0,Low,7898.45
LOAN000470,694.0,0.521,,0,0,Current,0,low,23260.12
LOAN000471,670.0,0.754,0.537,4,96,Restructured,0,Medium,114424.13
LOAN000472,652.0,1.059,0.537,9,180,Defaulted,1,High,423166.4
LOAN000473,703.0,0.909,0.674,2,44,Current,0,Medium,98489.98
LOAN000474,626.0,0.702,0.802,2,42,Paid Off,0,Medium,67393.89
LOAN000475,700.0,0.376,0.718,0,0,Current,0,Low,5673.69
LOAN000476,654.0,0.527,0.738,1,8,Current,0,Medium,21014.51
LOAN000477,711.0,0.382,0.946,0,0,Current,0,Low,5323.87
LOAN000478,685.0,0.391,0.53,1,21,Current,0,Low,32769.28
LOAN000479,694.0,0.318,,0,0,Current,0,Low,3194.01
LOAN000480,687.0,0.558,0.822,0,0,Current,0,Low,18327.12
LOAN000481,635.0,0.594,0.799,5,110,Late,0,High,682312.37
LOAN000482,681.0,0.661,0.536,0,0,Current,0,Medium,8547.19
LOAN000483,657.0,0.428,0.687,1,13,Current,0,Medium,7063.25
LOAN000484,715.0,0.269,,0,0,Current,0,Low,5631.36
LOAN000485,709.0,0.29,,0,0,Current,0,Low,3137.03
LOAN000486,687.0,0.363,0.511,1,17,Current,0,Low,10196.0
LOAN000487,670.0,0.435,,0,0,Current,0,low,5331.38
LOAN000488,680.0,0.408,,0,0,Paid Off,0,Low,7410.77
LOAN000489,738.0,0.485,0.523,0,0,Current,0,Low,82640.76
LOAN000490,751.0,0.219,0.607,1,14,Current,0,Low,1981.17
LOAN000491,627.0,1.08,0.592,3,173,Defaulted,1,High,807051.46
LOAN000492,689.0,0.196,0.672,0,0, current ,0,Low,7242.05
LOAN000493,683.0,0.789,0.571,2,32,Current,0,Medium,174858.92
LOAN000494,647.0,,0.675,3,66,Late,0,Medium,190116.06
LOAN000495,681.0,0.565,0.54,0,0,Current,0,Low,4823.31
LOAN000496,644.0,0.395,0.829,2,18,Current,0,Medium,50419.54
LOAN000497,701.0,0.485,0.621,1,14,Current,0,Low,3302.1
LOAN000498,618.0,0.44,0.918,3,45,Current,0,Medium,15708.44
LOAN000499,587.0,0.767,0.674,2,50,Current,0,Medium,55350.38
LOAN000500,720.0,0.469,,0,0,Current,0,Low,9430.62
LOAN000501,711.0,0.468,0.689,0,0,Current,0,Low,20282.74
LOAN000502,614.0,0.598,0.508,0,0,Current,0,Medium,128946.15
LOAN000503,709.0,0.704,,0,0,Current,0,Low,275746.8
LOAN000504,643.0,0.795,0.549,4,80,Late,0,High,49435.99
LOAN000505,713.0,0.244,0.626,2,42,Current,0,Low,1308.99
LOAN000506,679.0,0.456,,1,17,Current,0,Low,17511.74
LOAN000507,691.0,0.25,,0,0,Current,0,Low,2732.29
LOAN000508,661.0,0.365,0.922,1,21,Current,0,Medium,3989.73
LOAN000509,674.0,0.642,,0,0,Current,0,Medium,41110.61
LOAN000510,672.0,0.589,0.588,0,0,Current,0,Low,5494.55
LOAN000511,713.0,0.578,0.536,0,0,Current,0,Low,64836.04
LOAN000512,711.0,0.306,0.53,1,8,Current,0,Low,18731.36
LOAN000513,635.0,0.722,0.527,2,16,Current,0,Medium,761492.03
LOAN000514,635.0,0.731,,3,33,Current,0,Medium,637500.65
LOAN000515,657.0,,0.925,0,0,Current,0,Medium,201565.32
LOAN000516,687.0,0.834,0.594,2,48,Paid Off,0,Medium,274772.34
LOAN000517,701.0,0.715,0.527,1,21,Current,0,Medium,35971.99
LOAN000518,718.0,0.369,0.689,0,0,Current,0,Low,2335.59
LOAN000519,645.0,0.612,,2,16,Current,0,Medium,51971.45
LOAN000520,730.0,0.505,,1,23,Current,0,Low,7602.63
LOAN000521,706.0,0.465,0.885,0,0,Current,0,Low,37424.89
LOAN000522,701.0,0.665,,0,0,Current,0,Low,5882.9
LOAN000523,584.0,0.856,0.645,2,129,Defaulted,1,High,312591.88
LOAN000524,622.0,0.471,,0,0,Current,0,Medium,28102.72
LOAN000525,680.0,0.626,0.675,0,0,Current,0,Low,85615.35
LOAN000526,705.0,0.637,0.537,0,0,Current,0,Low,205158.39
LOAN000527,633.0,0.639,0.915,2,38,Current,0,Medium,361757.99
LOAN000528,642.0,0.885,0.672,3,36,Current,0,Medium,340384.31
LOAN000529,690.0,0.571,0.706,1,12,Current,0,Medium,47220.72
LOAN000530,672.0,1.024,0.75,1,17,Current,0,Medium,315936.2
LOAN000531,641.0,0.924,0.634,5,100,Late,0,High,342767.92
LOAN000532,637.0,0.46,0.649,5,115,Late,0,Medium,33113.62
LOAN000533,632.0,0.898,0.704,7,180,Written Off,1,High,900879.6
LOAN000534,608.0,0.854,0.595,2,16,Current,0,Medium,939820.61
LOAN000535,677.0,0.605,0.509,1,13,Paid Off,0,Medium,8241.39
LOAN000536,739.0,0.195,,0,0,Current,0,Low,2130.46
LOAN000537,630.0,0.685,0.708,3,63,Current,0,Medium,13485.14
LOAN000538,706.0,0.412,,1,22,Current,0,Low,14956.53
LOAN000539,661.0,0.395,0.526,1,17,Current,0,Low,7261.17
LOAN000540,647.0,0.592,0.897,1,15,Current,0,Medium,298907.96
LOAN000541,677.0,0.742,0.562,4,60,Paid Off,0,Medium,111730.04
LOAN000542,707.0,0.573,0.522,0,0,Current,0,Low,5713.14
LOAN000543,657.0,0.402,0.579,0,0,Current,0,Low,17926.54
LOAN000544,628.0,1.055,0.909,1,71,Defaulted,1,Medium,420731.8
LOAN000545,737.0,0.497,0.593,3,149,Defaulted,1,Medium,38853.25
LOAN000546,694.0,0.536,0.502,1,87,Defaulted,1,Medium,109001.76
LOAN000547,737.0,0.634,0.573,2,36,Current,0,Medium,18902.53
LOAN000548,724.0,0.613,0.939,1,20,Current,0,Medium,54762.33
LOAN000549,740.0,0.374,,0,0,Current,0,Low,2489.26
LOAN000550,668.0,0.682,,0,0,Current,0,Medium,199899.68
LOAN000551,681.0,0.736,0.803,4,32,Current,0,Medium,113971.01
LOAN000552,597.0,0.697,0.605,3,75,Restructured,0,Medium,136258.7
LOAN000553,631.0,,,6,180,Written Off,1,High,4719.9
LOAN000554,647.0,0.775,0.551,2,44,Current,0,Medium,298050.75
LOAN000555,674.0,1.028,0.699,2,32,Current,0,Medium,534316.91
LOAN000556,723.0,0.394,0.619,0,0,Current,0,Low,14909.7
LOAN000557,635.0,0.755,0.574,6,177,Defaulted,1,High,580742.46
LOAN000558,706.0,0.708,0.581,0,0, CURRENT ,0,Low,38960.6
LOAN000559,714.0,0.632,0.606,0,0, Current ,0,Low,4691.84
LOAN000560,647.0,0.853,0.694,1,12,Current,0,Medium,466088.02
LOAN000561,670.0,0.154,0.644,0,0,Current,0,Low,2587.79
LOAN000562,639.0,0.618,0.948,1,13,Current,0,Medium,270611.43
LOAN000563,616.0,0.514,0.515,4,60,Current,0, Medium ,89687.34
LOAN000564,706.0,0.515,0.682,1,10,Paid Off,0,Low,39989.11
LOAN000565,663.0,0.309,0.838,0,0,Paid Off,0,Low,17642.9
LOAN000566,619.0,0.381,0.514,1,19,Current,0,Medium,16718.01
LOAN000567,648.0,0.388,,2,30,Current,0,Medium,13904.09
LOAN000568,672.0,0.585,,1,8,current,0,Medium,3490.16
LOAN000569,644.0,0.558,0.54,5,45,Current,0,Medium,15800.43
LOAN000570,643.0,1.106,0.689,5,45,Current,0,High,324228.79
LOAN000571,694.0,0.503,0.835,0,0,Current,0,Low,3088.78
LOAN000572,689.0,0.483,0.593,3,134,Defaulted,1,Medium,38707.53
LOAN000573,653.0,0.65,0.6,0,0,Current,0,Medium,68496.02
LOAN000574,691.0,0.284,0.898,1,24,Current,0,Low,4514.48
LOAN000575,721.0,0.542,,0,0,Paid Off,0,Low,56837.46
LOAN000576,697.0,0.386,0.547,0,0,Current,0,Low,2775.06
LOAN000577,681.0,0.286,,1,18,Paid Off,0,Low,5786.16
LOAN000578,683.0,0.769,0.518,3,45,Current,0,Medium,31742.05
LOAN000579,648.0,0.405,0.632,7,140,Restructured,0,High,187319.7
LOAN000580,662.0,0.585,0.596,0,0,Current,0,Medium,31516.04
LOAN000581,611.0,0.26,0.746,2,16,Current,0,Medium,33267.92
LOAN000582,755.0,0.364,0.525,0,0,Current,0,Low,2688.6
LOAN000583,657.0,0.36,0.936,0,0,Current,0,Low,15242.45
LOAN000584,673.0,0.62,0.905,0,0,Current,0,Medium,35342.88
LOAN000585,692.0,0.432,0.519,1,17,Current,0,Low,32092.12
LOAN000586,707.0,0.532,0.648,0,0,Current,0,Low,101760.53
LOAN000587,646.0,1.107,0.548,0,0,Current,0,Medium,645670.6
LOAN000588,686.0,0.598,0.687,1,25,Current,0,Medium,88931.91
LOAN000589,591.0,0.789,0.522,1,23,Current,0,Medium,150448.53
LOAN000590,659.0,0.555,0.813,0,0,Current,0,Medium,53225.98
LOAN000591,635.0,0.595,,4,96,Late,0,Medium,18777.24
LOAN000592,,0.253,,0,0,Current,0,Low,7891.52
LOAN000593,565.0,0.763,0.534,3,123,Defaulted,1,High,19516.46
LOAN000594,623.0,0.856,0.504,3,57,Current,0,Medium,120908.84
LOAN000595,674.0,0.865,0.576,3,57,Current,0,Medium,12322.37
LOAN000596,711.0,0.255,0.642,1,13,Current,0,Low,4761.2
LOAN000597,651.0,1.119,0.538,2,20,Current,0,Medium,421544.5
LOAN000598,701.0,0.466,0.574,0,0,Current,0,Low,11518.58
LOAN000599,694.0,0.517,0.837,1,11,Current,0,Medium,94643.99
LOAN000600,691.0,0.305,,0,0,Current,0,Low,6468.06
LOAN000601,680.0,0.839,0.668,4,56,Current,0,Medium,340567.11
LOAN000602,657.0,0.625,0.799,0,0,Current,0,Medium,93426.18
LOAN000603,663.0,0.877,0.93,4,96,Defaulted,1,High,299367.45
LOAN000604,617.0,0.937,0.713,1,17,Current,0,Medium,865979.46
LOAN000605,710.0,0.371,,0,0,Current,0,Low,8223.02
LOAN000606,723.0,0.434,,1,15, current ,0,Low,6777.82
LOAN000607,673.0,0.462,,0,0,Current,0,Low,5128.91
LOAN000608,709.0,0.466,0.514,1,25,Current,0,Low,2784.18
LOAN000609,684.0,0.927,0.694,3,69,Restructured,0,Medium,305234.12
LOAN000610,697.0,0.617,0.724,0,0,Current,0,Low,92834.9
LOAN000611,701.0,0.262,0.749,0,0,Current,0,Low,4123.13
LOAN000612,748.0,0.35,0.778,0,0,Current,0,Low,27128.5
LOAN000613,659.0,0.823,0.843,6,180,Defaulted,1,High,141029.45
LOAN000614,666.0,0.378,0.539,0,0,Current,0,Low,10897.79
LOAN000615,644.0,0.195,0.558,2,18,Paid Off,0,Medium,1858.32
LOAN000616,650.0,0.327,0.876,1,12,Current,0,Medium,19421.65
LOAN000617,753.0,0.265,,0,0,Paid Off,0,Low,4434.0
LOAN000618,643.0,0.491,0.872,3,54,Paid Off,0,Medium,67822.3
LOAN000619,625.0,1.042,0.84,2,123,Defaulted,1,High,1294881.86
LOAN000620,753.0,0.435,0.913,1,16,Current,0,Low,15336.37
LOAN000621,639.0,0.877,0.619,3,30,Paid Off,0,Medium,941187.41
LOAN000622,630.0,0.76,,3,27,Current,0,Medium,46547.27
LOAN000623,615.0,0.674,0.721,4,162,Defaulted,1,High,244125.87
LOAN000624,709.0,0.279,,0,0,Current,0,Low,2102.91
LOAN000625,697.0,0.455,,0,0,Current,0,Low,9235.49
LOAN000626,615.0,1.112,0.669,2,144,Defaulted,1,High,1229089.37
LOAN000627,720.0,0.267,,0,0,Current,0,Low,7978.95
LOAN000628,640.0,0.683,0.581,3,54,Current,0,Medium,238249.84
LOAN000629,665.0,0.56,0.564,0,0,Current,0,Low,8404.21
LOAN000630,673.0,0.286,,0,0, paid off ,0,Low,2983.41
LOAN000631,670.0,0.289,,0,0,Current,0,Low,1971.48
LOAN000632,709.0,0.373,,0,0,Current,0,Low,11213.4
LOAN000633,664.0,0.8,0.901,4,36,CURRENT,0,Medium,327077.97
LOAN000634,623.0,0.651,0.696,3,66,Current,0,Medium,30694.17
LOAN000635,688.0,0.791,0.787,2,46,Paid Off,0,Medium,110468.42
LOAN000636,650.0,0.486,,1,9,Current,0,Medium,16796.76
LOAN000637,766.0,0.453,0.728,0,0,Current,0,Low,4735.85
LOAN000638,665.0,0.3,0.631,1,19,Current,0,Low,36260.44
LOAN000639,661.0,,0.825,1,15,Current,0,Medium,317417.81
LOAN000640,628.0,0.683,0.545,7,178,Defaulted,1, High ,58703.52
LOAN000641,680.0,0.728,0.724,1,9,Current,0,Medium,99625.93
LOAN000642,717.0,0.586,0.585,0,0,Current,0,Low,128127.18
LOAN000643,664.0,0.221,0.549,0,0,Current,0,Low,5928.9
LOAN000644,655.0,0.808,0.886,2,26, current ,0,Medium,243342.41
LOAN000645,666.0,0.567,0.571,0,0,Current,0,Low,12755.56
LOAN000646,732.0,0.593,0.518,3,116,Defaulted,1,Medium,86035.29
LOAN000647,667.0,0.47,0.561,0,0,Current,0,Low,24316.14
LOAN000648,694.0,0.532,0.695,0,0,Current,0,Low,115406.01
LOAN000649,619.0,0.679,0.606,2,42,Current,0,Medium,91694.12
LOAN000650,695.0,0.313,,0,0,Current,0,Low,2830.69
LOAN000651,731.0,0.621,0.598,3,145,Written Off,1,Medium,105036.22
LOAN000652,699.0,0.664,0.768,0,0,Current,0,Low,39656.6
LOAN000653,638.0,1.062,0.749,2,38,Current,0,Medium,791300.56
LOAN000654,643.0,0.677,0.8,6,180,Defaulted,1,High,316782.93
LOAN000655,720.0,0.865,0.951,4,48,Paid Off,0,Medium,686690.57
LOAN000656,750.0,0.202,0.531,0,0,Current,0,Low,25013.75
LOAN000657,650.0,0.497,0.889,0,0,Current,0,Medium,29689.6
LOAN000658,677.0,0.71,0.662,2,22,Current,0,Medium,105579.06
LOAN000659,659.0,0.789,0.746,1,12,CURRENT,0,Medium,82164.75
LOAN000660,651.0,0.709,0.837,0,0,Paid Off,0,Medium,11892.95
LOAN000661,606.0,0.435,,4,96,Restructured,0,Medium,25315.09
LOAN000662,706.0,0.592,0.676,0,0,Current,0,Low,137952.45
LOAN000663,714.0,0.395,0.788,0,0,Current,0,Low,18406.71
LOAN000664,711.0,0.81,0.596,5,75,Restructured,0,MEDIUM,76363.08
LOAN000665,673.0,0.649,0.578,0,0,Current,0,Medium,161045.15
LOAN000666,703.0,0.479,0.635,0,0,Current,0,Low,108874.68
LOAN000667,634.0,0.642,,2,40,Current,0,Medium,324940.74
LOAN000668,695.0,0.576,,0,0,Paid Off,0,Low,12573.51
LOAN000669,681.0,0.386,0.628,0,0,Current,0,Low,33864.81
LOAN000670,654.0,0.53,0.513,0,0,Current,0,Low,22165.57
LOAN000671,621.0,0.644,0.666,1,22,Current,0,Medium,215553.19
LOAN000672,672.0,0.884,0.917,3,51,Current,0,Medium,249984.17
LOAN000673,677.0,0.395,,0,0,Current,0,Low,75371.76
LOAN000674,597.0,1.35,0.527,5,173,Defaulted,1,High,2138544.61
LOAN000675,714.0,0.265,,0,0,Current,0,Low,5337.05
LOAN000676,641.0,0.591,0.666,0,0,Current,0,Medium,370465.32
LOAN000677,643.0,0.954,,3,60,Current,0,High,2949344.12
LOAN000678,685.0,0.502,0.55,0,0,Current,0,Low,11297.55
LOAN000679,628.0,0.677,0.587,8,180,Current,0,High,67545.63
LOAN000680,689.0,0.699,0.92,0,0,Current,0,Medium,103207.5
LOAN000681,637.0,0.864,0.941,5,115,Restructured,0,High,656191.27
LOAN000682,680.0,0.382,0.73,0,0,Paid Off,0,Low,3263.08
LOAN000683,706.0,0.34,,0,0,Current,0,Low,4074.2
LOAN000684,683.0,0.79,0.777,3,72,Restructured,0,Medium,189423.52
LOAN000685,684.0,0.828,,1,113,Defaulted,1,Medium,327666.05
LOAN000686,647.0,0.657,0.564,2,42,Current,0,Medium,78585.17
LOAN000687,635.0,0.781,0.641,3,170,Defaulted,1,High,193584.76
LOAN000688,701.0,0.43,0.736,1,11,Current,0,Low,64759.82
LOAN000689,641.0,0.226,0.682,4,44,Current,0,Medium,12048.66
LOAN000690,625.0,0.704,,2,16,Current,0,Medium,346685.65
LOAN000691,641.0,1.06,0.705,1,19,Current,0,Medium,997096.25
LOAN000692,642.0,0.332,,5,80,Late,0,Medium,11170.86
LOAN000693,703.0,0.714,,0,0,Current,0,Low,28594.12
LOAN000694,701.0,0.327,,1,10,Current,0,Low,3803.55
LOAN000695,700.0,0.739,0.858,3,147,Defaulted,1,Medium,17294.05
LOAN000696,695.0,0.216,,0,0,Current,0,Low,4262.28
LOAN000697,700.0,0.469,,0,0,Current,0,Low,19628.65
LOAN000698,641.0,0.528,0.597,6,96,Current,0,High,85655.22
LOAN000699,741.0,0.195,0.701,0,0,Current,0,Low,3397.75
LOAN000700,670.0,0.692,0.512,0,0,Current,0,Medium,225867.91
LOAN000701,730.0,0.681,0.808,0,0,Paid Off,0,Low,73554.79
LOAN000702,688.0,0.565,0.501,2,28,Current,0,Medium,35920.31
LOAN000703,590.0,0.492,0.677,7,161,Current,0,High,7930.7
LOAN000704,660.0,0.362,,0,0,Current,0,Low,11269.26
LOAN000705,654.0,0.705,0.749,0,0,Current,0,Medium,74157.36
LOAN000706,687.0,0.335,0.543,0,0,Current,0,Low,6948.56
LOAN000707,596.0,0.683,0.692,3,27,Current,0,Medium,33250.6
LOAN000708,716.0,0.39,0.664,0,0,Current,0,Low,19862.67
LOAN000709,691.0,0.401,0.672,1,13,Current,0,Low,6950.43
LOAN000710,674.0,0.381,0.886,0,0,Current,0,Low,4377.98
LOAN000711,680.0,0.306,0.871,1,19,Current,0,Low,5204.42
LOAN000712,662.0,0.467,,0,0,Current,0,Low,8302.36
LOAN000713,681.0,0.723,0.666,2,36,Current,0,Medium,148273.42
LOAN000714,710.0,0.595,,0,0,Current,0,Low,12745.63
LOAN000715,677.0,0.91,0.707,2,42,Current,0,Medium,315251.93
LOAN000716,628.0,0.981,0.79,3,141,Defaulted,1,High,670823.28
LOAN000717,620.0,0.677,0.521,5,65,Late,0,High,120922.94
LOAN000718,641.0,0.583,,2,38,Current,0,Medium,32230.2
LOAN000719,670.0,0.639,,0,0,Current,0,Medium,46361.81
LOAN000720,707.0,0.89,,3,57,Current,0,Medium,59746.33
LOAN000721,700.0,0.276,,0,0,Current,0,Low,7123.32
LOAN000722,665.0,0.69,0.599,0,0,Current,0,Medium,200522.65
LOAN000723,641.0,0.724,0.509,6,180,Defaulted,1,High,95939.72
LOAN000724,593.0,1.216,0.516,5,65,Current,0,High,2260903.47
LOAN000725,750.0,0.446,,0,0,Current,0,Low,7314.49
LOAN000726,,0.456,,0,0,Current,0,Low,4598.42
LOAN000727,673.0,0.391,0.784,0,0,Current,0,Low,21503.13
LOAN000728,684.0,0.657,0.911,0,0,Current,0,Medium,394730.08
LOAN000729,659.0,0.71,0.569,0,0,Current,0,Medium,89743.33
LOAN000730,762.0,0.457,0.631,0,0,Current,0,Low,42899.51
LOAN000731,721.0,0.316,,0,0,Current,0,Low,9430.18
LOAN000732,673.0,0.469,0.508,0,0,Current,0, Low ,87183.25
LOAN000733,684.0,0.711,,0,0,Current,0,Medium,375196.72
LOAN000734,667.0,0.572,0.816,1,16,Current,0,Medium,111853.37
LOAN000735,594.0,1.35,,6,180,Written Off,1, high ,2104153.9
LOAN000736,703.0,0.559,,0,0,Current,0,Low,80449.52
LOAN000737,708.0,0.998,0.518,4,92,Late,0,High,264213.37
LOAN000738,672.0,0.727,0.671,2,32,Current,0,Medium,82049.9
LOAN000739,673.0,0.452,,1,25,Current,0,Medium,4013.55
LOAN000740,660.0,0.793,0.518,2,24,Current,0,Medium,267234.62
LOAN000741,644.0,0.947,0.519,5,180,Defaulted,1,High,652048.21
LOAN000742,734.0,0.68,,2,109,Defaulted,1,Medium,199896.71
LOAN000743,672.0,0.846,0.728,1,12,Paid Off,0,Medium,217476.79
LOAN000744,607.0,1.066,0.577,3,45,Current,0,High,560365.61
LOAN000745,687.0,0.477,0.548,0,0,Current,0,Low,31896.8
LOAN000746,688.0,0.778,0.599,1,23,Current,0,Medium,138769.64
LOAN000747,641.0,0.628,,1,10,Current,0,Medium,32515.19
LOAN000748,601.0,1.044,0.746,6,132,Restructured,0,High,722625.27
LOAN000749,633.0,0.861,0.536,3,30,Current,0,Medium,595775.86
LOAN000750,632.0,1.001,0.641,4,32,Current,0,High,321580.27
LOAN000751,730.0,0.471,0.596,0,0,Paid Off,0,Low,36546.27
LOAN000752,678.0,0.361,0.947,2,22,Current,0, Medium ,87285.32
LOAN000753,691.0,0.717,0.699,1,12,Current,0,Medium,56899.38
LOAN000754,685.0,0.614,0.801,1,24,Current,0,Medium,73077.29
LOAN000755,624.0,0.546,0.577,2,32,Current,0,Medium,29834.44
LOAN000756,669.0,0.651,0.779,0,0,Current,0,Medium,82478.26
LOAN000757,658.0,0.914,0.644,2,30,Current,0,Medium,545237.33
LOAN000758,642.0,1.0,0.777,2,18,Current,0,Medium,421630.98
LOAN000759,589.0,0.229,0.758,3,60,Current,0,Medium,10943.06
LOAN000760,685.0,0.305,,0,0,Current,0,Low,1974.43
LOAN000761,685.0,0.421,,0,0,Current,0,Low,11337.0
LOAN000762,692.0,0.535,0.931,0,0,Current,0,Low,123951.11
LOAN000763,716.0,0.327,0.645,0,0,Current,0,Low,73424.38
LOAN000764,698.0,0.479,0.848,0,0,Current,0,Low,6245.61
LOAN000765,641.0,0.346,0.766,1,8,Current,0,Medium,24500.4
LOAN000766,648.0,0.83,0.666,3,42,Paid Off,0,Medium,389126.85
LOAN000767,625.0,0.562,0.534,2,42,Current,0,Medium,20936.94
LOAN000768,623.0,0.87,0.715,5,150,Defaulted,1,High,1233610.93
LOAN000769,653.0,0.712,,0,0,Current,0,Medium,46959.71
