loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose
LOAN000230,CUST14290,Auto Loan,1093419.78,62,9.41,2021-11-02,Vehicle,1526565.06,22336.66,Vehicle Purchase
LOAN000231,CUST08090,Auto Loan,107341.46,51,8.85,2019-08-26,Vehicle,209911.11,2532.97,Vehicle Purchase
LOAN000232,CUST11705,Auto Loan,532104.89,72,11.34,2020-09-16,Vehicle,804601.61,10221.03,Vehicle Purchase
LOAN000233,CUST09884,Education Loan,503849.2,76,12.74,2021-06-04,Unsecured,0.0,9693.32,Higher Education
LOAN000234,CUST00848,Auto Loan,754548.65,59,8.91,2021-01-18,Vehicle,1126758.41,15840.77,Vehicle Purchase
LOAN000235,CUST04882,Business Loan,678644.27,75,14.58,2024-03-13,Unsecured,0.0,13840.24,Business Expansion
LOAN000236,CUST02540,Personal Loan,308758.18,40,14.23,2019-11-15,Unsecured,0.0,9738.65,Personal Expense
LOAN000237,CUST03563,Auto Loan,695974.81,71,7.13,2022-09-29,Vehicle,1088801.97,12043.7,Vehicle Purchase
LOAN000238,CUST00166,Auto Loan,588437.46,68,11.26,2018-11-28,Vehicle,1064556.87,11745.06,Vehicle Purchase
LOAN000239,CUST00490,Home Loan,4881723.38,239,8.95,2025-06-26,Property,5991471.69,43831.32,Home Purchase
LOAN000240,CUST04403,Home Loan,4497723.54,230,8.75,2024-07-16,Property,6860349.61,40391.98,Home Purchase
LOAN000241,CUST10200,Home Loan,4181956.76,245,11.0,2018-04-21,Property,8219119.21,42924.41,Home Purchase
LOAN000242,CUST00315,Auto Loan,472955.45,53,11.64,2019-07-02,Vehicle,646678.26,11455.48,Vehicle Purchase
LOAN000243,CUST00185,Business Loan,2080729.38,84,12.45,2019-07-01,Business Asset,3737301.55,35670.93,Business Expansion
LOAN000244,CUST04092,Business Loan,3689983.99,73,13.27,2025-05-17,Business Asset,5558958.47,73930.31,Business Expansion
LOAN000245,CUST00436,Home Loan,377850.0,246,8.21,2025-04-01,Property,433763.78,3179.24,Home Purchase
LOAN000246,CUST02003,Business Loan,684490.44,92,13.92,2023-04-04,Business Asset,977556.4,12142.47,Business Expansion
LOAN000247,CUST09224,Home Loan,1666088.32,237,9.6,2025-10-09,Property,1890263.44,15704.95,Home Purchase
LOAN000248,CUST14124,Home Loan,1573032.68,233,8.54,2019-04-15,Property,1920710.79,13848.15,Home Purchase
LOAN000249,CUST02622,Business Loan,1424068.56,72,11.77,2019-11-22,Business Asset,2247158.98,27670.78,Business Expansion
LOAN000250,CUST03205,Home Loan,2285529.83,234,10.16,2021-11-13,Property,3232542.24,22476.35,Home Purchase
LOAN000251,CUST08046,Personal Loan,500146.19,46,13.99,2023-03-10,Unsecured,0.0,14109.29,Personal Expense
LOAN000252,CUST02684,Business Loan,3054762.55,73,14.61,2018-05-08,Unsecured,0.0,63399.15,Business Expansion
LOAN000253,CUST13456,Home Loan,5494419.68,245,7.84,2023-05-27,Property,7100965.91,45029.55,Home Purchase
LOAN000254,CUST14928,Business Loan,2676396.16,83,12.07,2020-04-06,Property,4159467.67,47710.07,Business Expansion
LOAN000255,CUST09452,Business Loan,1322262.74,74,12.15,2018-03-16,Business Asset,2476682.62,25476.78,Business Expansion
LOAN000256,CUST12730,Home Loan,2356792.48,244,7.93,2021-04-20,Property,4659927.58,19479.35,Home Purchase
LOAN000257,CUST06057,Auto Loan,352110.73,48,10.07,2020-01-22,Vehicle,410214.79,8942.28,Vehicle Purchase
LOAN000258,CUST08584,Auto Loan,99088.06,64,12.48,2019-03-09,Vehicle,180711.45,2128.0,Vehicle Purchase
LOAN000259,CUST08331,Home Loan,1535568.35,238,6.93,2025-10-31,Property,1815136.88,11886.97,Home Purchase
LOAN000260,CUST08884,Home Loan,2735619.64,228,7.34,2019-09-10,Property,4933018.09,22280.42,Home Purchase
LOAN000261,CUST14016,Home Loan,1047199.37,228,10.29,2020-08-01,Property,1406974.04,10474.87,Home Purchase
LOAN000262,CUST08049,Personal Loan,1328592.19,26,14.63,2023-06-15,Unsecured,0.0,59934.02,Personal Expense
LOAN000263,CUST09232,Business Loan,2080336.71,75,11.87,2020-08-17,Unsecured,0.0,39418.37,Business Expansion
LOAN000264,CUST12836,Auto Loan,277926.9,69,12.7,2018-03-07,Vehicle,305935.49,5696.41,Vehicle Purchase
LOAN000265,CUST03670,Home Loan,5427416.77,232,7.02,2025-06-04,Property,9351904.3,42813.37,Home Purchase
LOAN000266,CUST11710,Auto Loan,172704.21,69,10.31,2018-05-14,Vehicle,246806.8,3328.18,Vehicle Purchase
LOAN000267,CUST10233,Personal Loan,412410.33,28,13.16,2022-02-19,Unsecured,0.0,17185.86,Personal Expense
LOAN000268,CUST04452,Personal Loan,221722.74,32,13.09,2018-09-27,Unsecured,0.0,8245.71,Personal Expense
LOAN000269,CUST14830,Home Loan,3277020.42,228,10.06,2019-06-03,Property,3781008.6,32284.57,Home Purchase
LOAN000270,CUST06485,Education Loan,407653.7,65,9.33,2024-10-31,Fixed Deposit,607340.95,8013.11,Higher Education
LOAN000271,CUST12389,Business Loan,5545335.18,85,12.36,2019-04-01,Business Asset,8981726.5,98227.47,Business Expansion
LOAN000272,CUST04582,Business Loan,849894.07,91,11.83,2022-07-12,Business Asset,1120152.52,14189.9,Business Expansion
LOAN000273,CUST10389,Home Loan,3627378.83,241,8.63,2022-08-04,Property,5152303.14,31728.9,Home Purchase
LOAN000274,CUST05920,Auto Loan,658552.14,60,10.58,2025-04-10,Vehicle,1190150.82,14180.97,Vehicle Purchase
LOAN000275,CUST02665,Education Loan,593804.47,75,12.56,2019-08-04,Fixed Deposit,997936.71,11466.74,Higher Education
LOAN000276,CUST12466,Business Loan,2092813.95,86,11.78,2025-08-25,Unsecured,0.0,36148.2,Business Expansion
LOAN000277,CUST12695,Auto Loan,146278.9,66,9.26,2025-09-07,Vehicle,261892.31,2836.8,Vehicle Purchase
LOAN000278,CUST01231,Home Loan,2225596.01,252,9.18,2019-05-15,Property,3058287.44,19949.14,Home Purchase
LOAN000279,CUST09048,Personal Loan,324623.66,28,13.5,2023-10-17,Unsecured,0.0,13579.98,Personal Expense
LOAN000280,CUST04222,Auto Loan,153696.65,49,9.0,2025-02-28,Vehicle,177860.99,3759.87,Vehicle Purchase
LOAN000281,CUST10081,Personal Loan,325352.15,32,15.61,2021-06-02,Unsecured,0.0,12494.84,Personal Expense
LOAN000282,CUST03397,Home Loan,4430082.96,234,7.63,2020-12-01,Property,4941367.27,36436.19,Home Purchase
LOAN000283,CUST00577,Personal Loan,649090.01,33,16.88,2025-11-09,Fixed Deposit,864678.69,24722.18,Personal Expense
LOAN000284,CUST09677,Home Loan,4275012.19,230,7.68,2021-06-01,Property,5545511.57,35557.73,Home Purchase
LOAN000285,CUST01387,Auto Loan,872257.83,57,9.24,2024-07-05,Vehicle,1250809.91,18963.74,Vehicle Purchase
LOAN000286,CUST13835,Personal Loan,209049.83,46,15.37,2025-07-18,Fixed Deposit,283599.89,6042.28,Personal Expense
LOAN000287,CUST05177,Home Loan,1919514.73,235,10.71,2025-04-21,Property,3302931.83,19555.05,Home Purchase
LOAN000288,CUST08069,Auto Loan,697498.35,67,10.92,2024-05-10,Vehicle,886208.94,13950.42,Vehicle Purchase
LOAN000289,CUST02889,Auto Loan,167628.11,56,11.53,2020-08-13,Vehicle,224766.81,3884.56,Vehicle Purchase
LOAN000290,CUST11800,Home Loan,4247693.81,229,9.39,2018-11-24,Property,7942156.69,39940.42,Home Purchase
LOAN000291,CUST07910,Auto Loan,240694.79,48,11.39,2021-03-18,Vehicle,352248.06,6266.57,Vehicle Purchase
LOAN000292,CUST07652,Business Loan,1044385.26,81,12.87,2024-09-07,Business Asset,1990103.4,19359.89,Business Expansion
LOAN000293,CUST13159,Business Loan,2684566.27,73,12.07,2022-08-13,Business Asset,5117983.5,52090.17,Business Expansion
LOAN000294,CUST03002,Personal Loan,392148.97,31,13.08,2018-03-24,Unsecured,0.0,14975.48,Personal Expense
LOAN000295,CUST02579,Auto Loan,512990.84,50,11.34,2018-09-29,Vehicle,983772.42,12921.39,Vehicle Purchase
LOAN000296,CUST12994,Business Loan,1801075.09,89,13.6,2020-08-29,Business Asset,3006511.56,32235.52,Business Expansion
LOAN000297,CUST10522,Home Loan,9040686.39,245,8.78,2020-11-06,Property,16423379.84,79468.11,Home Purchase
LOAN000298,CUST14736,Personal Loan,276040.79,26,13.54,2019-04-19,Unsecured,0.0,12309.68,Personal Expense
LOAN000299,CUST10543,Auto Loan,361905.25,64,8.44,2022-08-05,Vehicle,621291.31,7042.16,Vehicle Purchase
LOAN000300,CUST13669,Home Loan,1438041.51,236,7.55,2023-08-24,Property,2497817.26,11713.66,Home Purchase
LOAN000301,CUST10148,Personal Loan,231916.14,41,14.71,2019-05-26,Unsecured,0.0,7230.4,Personal Expense
LOAN000302,CUST04791,Home Loan,1330278.05,241,8.68,2024-11-20,Property,1975465.51,11678.38,Home Purchase
LOAN000303,CUST03423,Personal Loan,684929.74,42,17.09,2019-11-17,Fixed Deposit,976163.54,21780.95,Personal Expense
LOAN000304,CUST06504,Business Loan,4188423.0,96,12.45,2025-02-25,Property,6887998.66,68557.97,Business Expansion
LOAN000305,CUST11194,Personal Loan,599385.73,25,13.86,2018-04-10,Unsecured,0.0,27740.48,Personal Expense
LOAN000306,CUST03894,Home Loan,2461972.36,229,9.9,2022-08-30,Property,3073804.27,23962.19,Home Purchase
LOAN000307,CUST00697,Business Loan,2062844.31,81,12.73,2021-03-23,Business Asset,3335250.79,38083.8,Business Expansion
LOAN000308,CUST04728,Personal Loan,309576.16,26,14.98,2019-11-07,Unsecured,0.0,14016.91,Personal Expense
LOAN000309,CUST05370,Home Loan,1274491.5,245,7.49,2018-12-18,Property,1402570.89,10169.18,Home Purchase
LOAN000310,CUST03852,Home Loan,916555.02,244,8.0,2019-02-27,Property,1210699.61,7615.57,Home Purchase
LOAN000311,CUST08904,Home Loan,2579388.7,241,8.3,2024-04-06,Property,3457373.47,22023.33,Home Purchase
LOAN000312,CUST06925,Auto Loan,93349.71,69,9.65,2019-08-03,Vehicle,157140.32,1768.07,Vehicle Purchase
LOAN000313,CUST05426,Personal Loan,96794.75,31,14.04,2021-03-15,Unsecured,0.0,3740.85,Personal Expense
LOAN000314,CUST04029,Auto Loan,415909.39,50,10.61,2019-03-15,Vehicle,642457.95,10328.02,Vehicle Purchase
LOAN000315,CUST02672,Business Loan,2341729.83,81,14.32,2019-11-23,Property,3534388.67,45258.65,Business Expansion
LOAN000316,CUST13447,Auto Loan,350520.19,71,9.69,2023-12-25,Vehicle,700767.79,6506.0,Vehicle Purchase
LOAN000317,CUST11751,Business Loan,2101071.43,95,11.23,2022-08-30,Business Asset,3448070.86,33482.51,Business Expansion
LOAN000318,CUST03872,Auto Loan,378897.43,64,8.19,2022-11-27,Vehicle,535548.88,7326.95,Vehicle Purchase
LOAN000319,CUST11282,Home Loan,5257173.67,231,6.76,2025-05-19,Property,9598088.61,40746.19,Home Purchase
LOAN000320,CUST01857,Personal Loan,598725.31,36,15.17,2021-02-03,Unsecured,0.0,20804.89,Personal Expense
LOAN000321,CUST12899,Home Loan,2687593.79,242,8.09,2025-08-29,Property,5181935.1,22555.91,Home Purchase
LOAN000322,CUST04352,Auto Loan,577167.66,59,10.87,2019-10-29,Vehicle,831420.67,12671.54,Vehicle Purchase
LOAN000323,CUST10696,Home Loan,2002389.01,251,7.96,2020-09-25,Property,3223010.57,16403.03,Home Purchase
LOAN000324,CUST11175,Home Loan,5900452.01,244,8.66,2021-04-08,Property,11681007.39,51488.38,Home Purchase
LOAN000325,CUST11080,Business Loan,1832109.52,84,14.37,2020-05-07,Business Asset,3174034.37,34709.31,Business Expansion
LOAN000326,CUST10481,Auto Loan,907717.73,61,10.66,2020-06-22,Vehicle,1601362.66,19339.17,Vehicle Purchase
LOAN000327,CUST08966,Home Loan,1774748.8,234,7.54,2021-01-19,Property,3249014.28,14499.51,Home Purchase
LOAN000328,CUST11975,Home Loan,3163439.52,233,7.79,2020-05-11,Property,3410525.65,26376.4,Home Purchase
LOAN000329,CUST14377,Auto Loan,594633.53,72,9.78,2021-04-24,Vehicle,781711.81,10950.23,Vehicle Purchase
LOAN000330,CUST01917,Personal Loan,256842.85,45,14.55,2021-03-21,Unsecured,0.0,7439.32,Personal Expense
LOAN000331,CUST09242,Education Loan,337461.21,72,13.31,2025-11-21,Unsecured,0.0,6829.57,Higher Education
LOAN000332,CUST02446,Business Loan,8165377.1,95,13.77,2018-10-02,Property,15055762.23,141594.56,Business Expansion
LOAN000333,CUST02397,Home Loan,2564475.04,250,8.44,2023-10-03,Property,3319031.04,21820.37,Home Purchase
LOAN000334,CUST13016,Home Loan,2981803.41,249,9.4,2020-04-03,Property,4030697.18,27264.07,Home Purchase
LOAN000335,CUST02909,Auto Loan,433838.72,62,10.54,2018-10-07,Vehicle,611134.44,9104.69,Vehicle Purchase
LOAN000336,CUST02010,Business Loan,1027131.47,74,13.32,2018-07-02,Property,1444673.15,20425.24,Business Expansion
LOAN000337,CUST00776,Business Loan,6994042.22,89,13.01,2022-12-01,Property,10410896.94,122896.78,Business Expansion
LOAN000338,CUST02483,Auto Loan,147365.59,58,7.54,2024-04-24,Vehicle,207958.39,3039.7,Vehicle Purchase
LOAN000339,CUST13121,Personal Loan,563841.77,34,15.45,2022-08-15,Unsecured,0.0,20582.14,Personal Expense
LOAN000340,CUST04473,Business Loan,1461701.15,82,13.2,2019-04-27,Property,1711071.94,27149.01,Business Expansion
LOAN000341,CUST09024,Personal Loan,388423.63,37,15.54,2020-01-27,Unsecured,0.0,13279.62,Personal Expense
LOAN000342,CUST10425,Home Loan,1305475.84,246,11.27,2018-02-18,Property,1524439.95,13627.46,Home Purchase
LOAN000343,CUST09377,Home Loan,2411175.92,232,8.26,2020-03-19,Property,3901704.47,20840.66,Home Purchase
LOAN000344,CUST05557,Personal Loan,261048.33,42,13.72,2021-02-12,Fixed Deposit,397678.56,7861.54,Personal Expense
LOAN000345,CUST01692,Education Loan,1219944.05,63,11.45,2019-06-24,Unsecured,0.0,25853.49,Higher Education
LOAN000346,CUST07625,Home Loan,2398328.12,245,9.39,2018-12-20,Property,3211140.24,22030.27,Home Purchase
LOAN000347,CUST00512,Business Loan,4252023.64,82,13.86,2022-07-20,Unsecured,0.0,80506.35,Business Expansion
LOAN000348,CUST03461,Auto Loan,333937.16,67,9.79,2024-05-08,Vehicle,374344.45,6489.61,Vehicle Purchase
LOAN000349,CUST14010,Home Loan,2908028.37,241,8.91,2021-11-23,Property,4922648.36,25957.18,Home Purchase
LOAN000350,CUST11930,Personal Loan,285155.78,26,15.31,2019-11-26,Unsecured,0.0,12956.15,Personal Expense
LOAN000351,CUST02009,Personal Loan,212561.61,36,13.41,2022-02-25,Unsecured,0.0,7204.09,Personal Expense
LOAN000352,CUST14126,Auto Loan,852809.15,68,8.51,2025-08-26,Vehicle,1062781.46,15850.9,Vehicle Purchase
LOAN000353,CUST03327,Home Loan,1688406.42,236,10.0,2020-04-12,Property,2555278.82,16380.86,Home Purchase
LOAN000354,CUST09722,Business Loan,3860781.04,88,14.05,2021-02-12,Unsecured,0.0,70523.33,Business Expansion
LOAN000355,CUST10932,Business Loan,770427.71,96,13.9,2025-06-09,Property,1083019.94,13339.68,Business Expansion
LOAN000356,CUST00756,Home Loan,2469693.93,237,9.19,2024-06-26,Property,3065413.74,22623.11,Home Purchase
LOAN000357,CUST06876,Home Loan,7949890.95,231,7.87,2023-01-29,Property,13746353.69,66921.16,Home Purchase
LOAN000358,CUST06478,Personal Loan,464601.26,27,14.49,2019-11-08,Unsecured,0.0,20267.41,Personal Expense
LOAN000359,CUST05733,Business Loan,3010536.84,82,12.82,2023-11-02,Property,5897043.11,55297.39,Business Expansion
LOAN000360,CUST14220,Home Loan,1406024.78,236,7.24,2022-11-26,Property,2546117.83,11188.56,Home Purchase
LOAN000361,CUST07268,Home Loan,4217450.74,251,7.07,2018-02-15,Property,8045723.12,32223.86,Home Purchase
LOAN000362,CUST04614,Personal Loan,448822.33,34,13.51,2020-12-13,Unsecured,0.0,15961.22,Personal Expense
LOAN000363,CUST06967,Home Loan,4662808.11,228,9.94,2018-10-19,Property,5908142.63,45571.67,Home Purchase
LOAN000364,CUST02274,Home Loan,4108210.14,251,9.0,2018-09-15,Property,4609744.41,36389.42,Home Purchase
LOAN000365,CUST01026,Home Loan,1244818.05,238,8.71,2022-12-06,Property,1636386.49,11003.15,Home Purchase
LOAN000366,CUST12608,Personal Loan,286773.04,28,14.69,2018-05-16,Unsecured,0.0,12159.22,Personal Expense
LOAN000367,CUST08219,Auto Loan,324573.5,56,11.37,2025-08-15,Vehicle,401988.93,7495.75,Vehicle Purchase
LOAN000368,CUST08853,Personal Loan,140120.96,38,14.53,2022-06-28,Fixed Deposit,170123.19,4622.43,Personal Expense
LOAN000369,CUST14990,Home Loan,6862662.03,236,9.8,2021-02-23,Property,9379350.25,65678.8,Home Purchase
LOAN000370,CUST03103,Personal Loan,376698.83,33,15.09,2022-09-11,Fixed Deposit,620348.66,14017.56,Personal Expense
LOAN000371,CUST03210,Personal Loan,340259.36,25,13.98,2021-04-28,Unsecured,0.0,15767.03,Personal Expense
LOAN000372,CUST02784,Home Loan,4448966.54,233,9.41,2022-03-16,Property,8686193.59,41633.06,Home Purchase
LOAN000373,CUST10568,Business Loan,714672.84,79,10.96,2024-12-20,Business Asset,1399591.96,12738.79,Business Expansion
LOAN000374,CUST09679,Auto Loan,579482.02,50,10.86,2020-10-28,Vehicle,1027001.58,14460.36,Vehicle Purchase
LOAN000375,CUST10905,Auto Loan,490986.84,51,9.95,2020-07-17,Vehicle,946465.12,11845.05,Vehicle Purchase
LOAN000376,CUST13197,Business Loan,2661085.54,89,12.6,2020-11-25,Business Asset,3684557.64,46161.28,Business Expansion
LOAN000377,CUST07670,Personal Loan,94176.86,26,13.03,2025-11-23,Fixed Deposit,169311.59,4177.02,Personal Expense
LOAN000378,CUST06720,Personal Loan,343227.32,24,12.19,2023-09-12,Unsecured,0.0,16187.37,Personal Expense
LOAN000379,CUST13306,Home Loan,1298482.28,229,7.97,2025-04-03,Property,1588791.5,11050.96,Home Purchase
LOAN000380,CUST11713,Auto Loan,322893.84,51,11.09,2018-12-09,Vehicle,529380.24,7968.74,Vehicle Purchase
LOAN000381,CUST03195,Home Loan,1094522.71,244,7.46,2025-10-22,Property,1837790.75,8728.26,Home Purchase
LOAN000382,CUST04364,Personal Loan,298601.51,28,15.66,2020-05-29,Unsecured,0.0,12799.78,Personal Expense
LOAN000383,CUST12799,Auto Loan,309307.73,57,7.89,2022-09-05,Vehicle,482820.5,6524.28,Vehicle Purchase
LOAN000384,CUST06150,Auto Loan,540471.49,69,9.88,2023-03-01,Vehicle,793808.01,10298.75,Vehicle Purchase
LOAN000385,CUST11587,Business Loan,2642319.97,77,12.36,2018-02-22,Business Asset,4840445.65,49871.46,Business Expansion
LOAN000386,CUST12144,Personal Loan,295628.29,47,14.17,2023-02-11,Fixed Deposit,340844.35,8232.16,Personal Expense
LOAN000387,CUST00958,Education Loan,409635.43,81,11.05,2025-09-09,Unsecured,0.0,7197.77,Higher Education
LOAN000388,CUST10908,Auto Loan,299018.98,51,10.42,2025-01-10,Vehicle,389158.33,7281.88,Vehicle Purchase
LOAN000389,CUST14715,Auto Loan,441533.48,53,9.75,2024-11-07,Vehicle,515015.69,10286.17,Vehicle Purchase
LOAN000390,CUST00091,Education Loan,254757.63,65,11.2,2025-03-27,Unsecured,0.0,5245.41,Higher Education
LOAN000391,CUST00179,Business Loan,6400517.46,75,14.2,2021-01-28,Business Asset,11629897.1,129211.65,Business Expansion
LOAN000392,CUST08924,Home Loan,578158.33,239,7.63,2019-11-12,Property,947997.09,4712.04,Home Purchase
LOAN000393,CUST11891,Personal Loan,215046.65,36,16.11,2024-09-20,Unsecured,0.0,7572.09,Personal Expense
LOAN000394,CUST10731,Education Loan,574005.49,78,10.67,2022-10-26,Unsecured,0.0,10235.02,Higher Education
LOAN000395,CUST08422,Personal Loan,255991.84,30,15.27,2021-12-01,Unsecured,0.0,10318.72,Personal Expense
LOAN000396,CUST05493,Business Loan,3318529.27,79,13.53,2020-02-21,Business Asset,3487849.18,63677.6,Business Expansion
LOAN000397,CUST08892,Business Loan,1291584.94,92,13.53,2024-09-24,Business Asset,1685555.26,22629.4,Business Expansion
LOAN000398,CUST01905,Personal Loan,492391.46,44,13.71,2025-08-19,Unsecured,0.0,14300.67,Personal Expense
LOAN000399,CUST04292,Education Loan,615066.07,76,12.88,2021-10-24,Fixed Deposit,1064430.3,11878.74,Higher Education
LOAN000400,CUST03275,Home Loan,1201526.98,230,6.96,2022-04-02,Property,2236285.33,9474.2,Home Purchase
LOAN000401,CUST13111,Home Loan,953409.78,228,10.81,2023-04-08,Property,1872171.49,9865.4,Home Purchase
LOAN000402,CUST08280,Business Loan,2163711.8,89,13.03,2018-05-14,Unsecured,0.0,38043.78,Business Expansion
LOAN000403,CUST11200,Auto Loan,210518.87,52,11.55,2022-03-13,Vehicle,332512.0,5164.78,Vehicle Purchase
LOAN000404,CUST04824,Personal Loan,196210.46,41,12.32,2019-01-14,Unsecured,0.0,5887.46,Personal Expense
LOAN000405,CUST07633,Business Loan,1658389.92,72,13.03,2021-06-19,Business Asset,2005898.2,33316.96,Business Expansion
LOAN000406,CUST02145,Business Loan,9008832.52,72,11.33,2018-03-12,Property,13258669.66,173001.38,Business Expansion
LOAN000407,CUST09477,Home Loan,8268218.79,241,9.4,2022-08-03,Property,15244482.34,76423.63,Home Purchase
LOAN000408,CUST09860,Personal Loan,147438.02,29,14.12,2022-03-12,Unsecured,0.0,6030.3,Personal Expense
LOAN000409,CUST05995,Home Loan,2190914.4,249,7.85,2021-12-16,Property,4202566.06,17852.66,Home Purchase
LOAN000410,CUST07091,Auto Loan,238976.39,53,11.68,2022-02-05,Vehicle,450241.84,5792.99,Vehicle Purchase
LOAN000411,CUST06178,Auto Loan,483932.15,65,9.44,2023-12-26,Vehicle,736354.08,9538.71,Vehicle Purchase
LOAN000412,CUST09187,Home Loan,1837793.84,245,7.32,2023-10-05,Property,2591424.7,14472.34,Home Purchase
LOAN000413,CUST09195,Personal Loan,1265107.47,38,14.55,2020-07-23,Unsecured,0.0,41746.84,Personal Expense
LOAN000414,CUST05298,Education Loan,107337.38,65,9.66,2020-05-17,Unsecured,0.0,2127.37,Higher Education
LOAN000415,CUST02355,Personal Loan,488217.31,34,14.27,2020-05-08,Unsecured,0.0,17541.34,Personal Expense
LOAN000416,CUST02128,Personal Loan,454844.82,40,14.09,2023-11-29,Unsecured,0.0,14315.12,Personal Expense
LOAN000417,CUST14666,Auto Loan,382672.56,50,11.35,2025-09-21,Vehicle,481461.55,9640.76,Vehicle Purchase
LOAN000418,CUST07859,Home Loan,3824576.38,232,7.54,2025-04-01,Property,5214863.34,31365.1,Home Purchase
LOAN000419,CUST10916,Auto Loan,479260.75,52,10.87,2018-06-23,Vehicle,816693.2,11597.91,Vehicle Purchase
LOAN000420,CUST04717,Personal Loan,633941.35,38,13.32,2025-09-20,Unsecured,0.0,20538.72,Personal Expense
